Tweet_ID,Author_ID,Text,Created_At
1892393156462678351,338736117,🤩🔥This is the power of #AI! Those historical legends like Emperor Qin Shi Huang and the Mona Lisa have been brought back to life by the incredible AI-generated video. #ChinaTech #ArtificialIntelligence #HistoryComesAlive https://t.co/VtJstZO9BZ,2025-02-20 01:57:42+00:00
1892393151727550735,3681341236,"Interesting Article! 

Exploring the Relationship between Land Use and Congestion Source in Xi’an: A Multisource Data Analysis Approach

Read at https://t.co/Rjivec5hQQ 

#mdpi #Sustainability #landuse #mobility #machinelearning https://t.co/0gitw72i7w",2025-02-20 01:57:40+00:00
1892393141417988319,1785726449992847360,"I've just released my first video clip made with the help of an #IA! 🎥
#AI #aiartcommunity #Aiartoworks #AIArtFurry #VideoClip #Technology #ArtificialIntelligence #Creativity #Innovation #ArtEtTech #AIFutur #Video #PremierClip #ArtDigital #TechArt #VIDEOPROD #AICreation… https://t.co/ZklZoyK1NM",2025-02-20 01:57:38+00:00
1892392786709660150,1706356537353256960,...#BigData #Entrepreneur #IoT #TechBusiness #DigitalTransformation #Disruption #VentureCapital #MachineLearning #AI #CloudComputing #Ecommerce #Cybersecurity #Startup #DataScience #Blockchain,2025-02-20 01:56:13+00:00
1892392087502327868,1535981727830745090,"RT @Ronald_vanLoon: New #AI #Technology will be used to detect road defects in Dubai
by @TheNationalNews
  
#ArtificialIntelligence #MI #Ma…",2025-02-20 01:53:27+00:00
1892392029365424625,1713369924637437952,"@ID_AA_Carmack @pmarca @balajis @notch @tsarnick @fchollet @gfodor @yacineMTB @LTspice @LinearTech @JeffDean @KettlebellDan @cstanley @DOGE @elonmusk That is why M. @sama and M. @pmarca and M. @Steven_Ballmer and M. @sundarpichai and everyone in #technology have converged on #ArtificialIntelligence. #AI is their #shoggoth, their universal servitor. If they themselves don't know how to solve problems, the magic AI will!

~Chara",2025-02-20 01:53:13+00:00
1892391814600040781,1724183495122079744,Quantum Machine Learning and Hamiltonian Simulation School - a Quantum Fringe event https://t.co/SkrG1uOHb1 #MachineLearning,2025-02-20 01:52:22+00:00
1892391558424428561,726415079516852225,#Consciousness Chips will upgrade Robots to Androids. https://t.co/BXfRQY5coW #ArtificialIntelligence #AI #Philosophy #Engineering,2025-02-20 01:51:21+00:00
1892391301808574942,1240154652,"🔥 Read our Highly Cited Paper  
📚 Joint Resource Allocation and Learning Optimization for UAV-Assisted Federated Learning
🔗 https://t.co/QY0gYAl8OD
👨‍🔬 by Chaoyi Liu et al.   
#machinelearning #energyefficiency https://t.co/m21jyXs70R",2025-02-20 01:50:19+00:00
1892390845271167181,1889855294467096576,"100% off Udemy course coupon

Data Science &amp; AI Masters 2025 - From Python To Gen AI

https://t.co/GEZyIMUeKB

#udemy #udemyfreecoupon #udemycoupon #udemydiscount #korshub #onlinecourse #freecourse #datascience #learnpython #sqldevelopers #machinelearning #deeplearning",2025-02-20 01:48:31+00:00
1892390207858631036,1642996015010553864,"8 strange ways emproyees can (accidently) expose data
#DataSecurity #Privacy
#100DaysOfCode
#CloudSecurity
#MachineLearning #Phishing #Ransomware #aw qqa as #CyberAttack #DataProtection
#DataBreach #Hacked
#Infosec!! https://t.co/tyKZUSaypE",2025-02-20 01:45:59+00:00
1892390064971227254,1875497979886628865,"Grok vs ChatGPT vs DeepSeek: Battle of AI Giants #ArtificialIntelligence #ChatGPT #Grok #DeepSeek #TechComparison #AITechnology #FutureOfAI #TechNews #ElonMusk #OpenAI #DigitalTransformation #AIAssistant #TechTrends #Innovation

https://t.co/g2rfLBaWG5",2025-02-20 01:45:25+00:00
1892389725803003919,3064266184,"#ElonMusk’s #xAI releases its latest flagship model, #Grok3 | TechCrunch https://t.co/wj4hxWIUG8  #TechJunkieInvest #investing #TechJunkieNews #Tech #ArtificialIntelligence #AIModel https://t.co/0wjGnX6aFP",2025-02-20 01:44:04+00:00
1892389400505409902,1317920112700231682,RT @SimoncelliMic: Great to see progress by Meta in improving the accuracy of #MachineLearning interatomic potentials in predicting macrosc…,2025-02-20 01:42:46+00:00
1892389229948289251,482192892,"While embracing advancements in AI technology, it’s crucial for higher ed professionals to prioritize academic integrity and implement ethical guidelines. Learn more in our blog: https://t.co/F7BTM4Tdix

#ArtificialIntelligence #HigherEd https://t.co/FiD4hXMOnA",2025-02-20 01:42:05+00:00
1892389124033699883,1559603723134959624,"@gylestensora @sportstensor @0xVonBismarck 🚨 FOR SALE 🚨
https://t.co/zbAJ1nmARr
https://t.co/MvV9SHfT06

#Domains #DomainNames #ArtificialIntelligence #AI #MachineLearning #DecentralizedAI #Blockchain #DeFi #DigitalAssets #RWA #Bittensor $TAO $dTAO #Startups #Business",2025-02-20 01:41:40+00:00
1892388959944118466,19164186,Chaos acquires CEO Bill Allen's AI software firm EvolveLab #architects #architecture #AI #ArtificialIntelligence https://t.co/KIvdoWHwKQ,2025-02-20 01:41:01+00:00
1892388955007373504,29566460,"Keep going, Joe!  Keep Going!  You and @WorkDoneAI might have been a bit early, initially... but now, you're right on time!   ☺️  I'm sure @OTC_DATI and the $DATI  asset portfolio will soon thanking you, big time!  

#AI #ArtificialIntelligence #Agent #startups #Investments https://t.co/On7If8uYFy https://t.co/QBM6AwTkDq",2025-02-20 01:41:00+00:00
1892388703127155034,952502046,"For creative minds https://t.co/9ilgTaZESd
Play inside of your #painting with a bit of AI magic ❤️🎮 #indiedev #gamedev #switch #Nindie #madewithunity #NintendoLife #PixelArt #8bitart #discord #supermariomaker2 #Yoshi #family #artificialintelligence #puzzle #games #indiegames https://t.co/jbsx9PggZv",2025-02-20 01:40:00+00:00
1892388656003891513,1794838717766463488,"8 strange ways emproyees can (accidently) expose data
#DataSecurity #Privacy
#100DaysOfCode
#CloudSecurity
#MachineLearning #Phishing #Ransomware #aw qqa as #CyberAttack #DataProtection
#DataBreach #Hacked
#Infosec!! https://t.co/xQsBSQRIge",2025-02-20 01:39:49+00:00
1892388598458048746,1794838717766463488,"8 strange ways emproyees can (accidently) expose data
#DataSecurity #Privacy
#100DaysOfCode
#CloudSecurity
#MachineLearning #Phishing #Ransomware #aw qqa as #CyberAttack #DataProtection
#DataBreach #Hacked
#Infosec!! https://t.co/wciHWh6FQ6",2025-02-20 01:39:35+00:00
1892388560247894431,1794838717766463488,"8 strange ways emproyees can (accidently) expose data
#DataSecurity #Privacy
#100DaysOfCode
#CloudSecurity
#MachineLearning #Phishing #Ransomware #aw qqa as #CyberAttack #DataProtection
#DataBreach #Hacked
#Infosec!! https://t.co/GoWESUpho8",2025-02-20 01:39:26+00:00
1892388405813690424,1881396030853267456,"What mischief could this girl get up to 😏

By: @Nsfw_Proyect_ai  /@Proyect_Waifu_
💜~Additional tag: 📷 #ai #AIart #AIArtwork #fanart #AIArtCommuity #rule34 #ArtificialIntelligence #hentaiِart https://t.co/QNRv6F4Mcu",2025-02-20 01:38:49+00:00
1892388212980564252,1642996015010553864,"Is mandatory password expiration helping or hurting your password security?
#DataSecurity #Privacy
#100DaysOfCode #CloudSecurity
#MachineLearning #Phishing #Ransomware #Cybersecurity #CyberAttack #DataProtection
#DataBreach #Hacked #Infosec https://t.co/VKEvpZmRlM",2025-02-20 01:38:03+00:00
1892387951348269318,19279811,"[Video] Introducing #Azure AI Foundry Labs https://t.co/im05CWQi8r
#MachineLearning #ChatGPT",2025-02-20 01:37:01+00:00
1892387731067568453,837341223694249984,Times of India @timesofindia: AI cloud startup Lambda raises $480 million in new round; Nvidia among investors. #AI #MachineLearning #ArtificialIntelligence https://t.co/07kXJN9olM,2025-02-20 01:36:08+00:00
1892387534254080402,1850562084486172672,"RT @GISRSStudyHacks: Interactive NDVI Visualization (1987-2025) Using Landsat Composite in Google Earth Engine. 
Tutorial Link: https://t.c…",2025-02-20 01:35:21+00:00
1892387469145845979,1518733218425761792,"🚀 Unlock the power of AI with https://t.co/cr4cH8LtLn!
🔹 Smart AI model evaluation
🔹 Seamless deployment &amp; feedback
🔹 Perfect for creators &amp; developers
Join the future of AI inference today! 🌟 #Inferium #AI #MachineLearning https://t.co/OSsaJhdLw4",2025-02-20 01:35:06+00:00
1892387115855446273,1241749653013630976,"▶️How #LLMs Work: Pre-Training to Post-Training, Neural Networks, Hallucinations, and Inference

#AI #socialmedia  #engineer #startups #Techforgood #socialmedia #DataScience #MachineLearning #IoT #IIoT #Python #JavaScript #marketing #100DaysofCode 
 https://t.co/TOWdiUjK0I",2025-02-20 01:33:41+00:00
1892387032426488053,1241749653013630976,"👉Data vs. Business Strategy
Which is responsible for what?

#AI #Bigdata_Brand_Value #engineer #startups #Techforgood #socialmedia #DataScience #innovation #MachineLearning #IoT #IIoT #Python #JavaScript #marketing #100DaysofCode 
 https://t.co/1Xqb1evH33",2025-02-20 01:33:22+00:00
1892386926553927933,1559603723134959624,"🚨 FOR SALE 🚨
https://t.co/pWsCMgrsKc
$29,888

#Domains #DomainNames #Boyfriend #Girlfriend #AI #ArtificialIntelligence #Love #Chat #VirtualReality #AiAgent #Gaming #Games #DigitalMarketing https://t.co/cnzziFJluf",2025-02-20 01:32:56+00:00
1892386906983252122,1667803532395773952,"If your account is Hacked, or your Account being tempered with, All you need is a Good hacker...
Inbox now for all Hacking Services
#Hacked #icloud #snapchat #Discord
#Roblox #missingphone #privacy
#CyberSecurity #cyberattack #Linux
#MachineLearning #DataScience
#DataAnalytics https://t.co/zTiCsMoHsY",2025-02-20 01:32:52+00:00
1892386468800221626,1859769178606977024,"""Bet you can’t name 3 things you love about yourself in 10 seconds. 

Like if you nailed it—or if you’re still overthinking it. 💛✨""

“Drop your 3 below—I dare you!” 

#AI #ArtificialIntelligence #socialmedia #love https://t.co/49muWGbJGl",2025-02-20 01:31:07+00:00
1892386438450442412,952502046,"For creative minds https://t.co/9ilgTaZESd
Play inside of your #painting with a bit of AI magic ❤️🎮 #indiedev #gamedev #switch #Nindie #madewithunity #NintendoLife #PixelArt #8bitart #discord #supermariomaker2 #Yoshi #family #artificialintelligence #puzzle #games #indiegames https://t.co/vqhCl3YOgW",2025-02-20 01:31:00+00:00
1892385969124327888,898078230028177412,"Revolutionizing the Energy Sector: How AI Agents Improve Efficiency and Sustainability in Energy Management

https://t.co/QUW9uFI9yx

#AIAgents #artificialintelligence #CostReduction #Efficiency #energysector #Innovation #Sustainability https://t.co/VjHRgkmS5v",2025-02-20 01:29:08+00:00
1892385913696555309,898619946074333184,"RT @candrew123: Excited to kick off 2025 with new research in #MachineLearning, #Decoding &amp; #MusicNeuroscience! Our paper, “Temporally Diss…",2025-02-20 01:28:55+00:00
1892385772617015343,1876239676987637760,Surprise #model #magictechnology #artificialintelligence https://t.co/U72weABeTP via @YouTube,2025-02-20 01:28:21+00:00
1892385760981983259,322151589,"How to Create a Video Using Artificial Intelligence ""AI"" https://t.co/jvB8BmWP8M via @YouTube #AI #ArtificialIntelligence #Edutainment #AIWithIrixGuy #GenerativeAI #HOWTO",2025-02-20 01:28:18+00:00
1892385636256010629,301218466,"RT @Parajulisaroj16: 📌📚In this book, we’ll explore how to leverage Python for time-series analysis, tools and techniques, and real-world ap…",2025-02-20 01:27:49+00:00
1892385067860681185,1887841270569308160,"RT @Python_Dv: Python list methods

#python #programming #developer #programmer #coding #coder #softwaredeveloper #computerscience #webdev…",2025-02-20 01:25:33+00:00
